Old value,Prediction
20000.00,-175770.28
7000000.00,6098730.00
1000000.00,832615.38
975000.00,1002732.38
375000.00,304623.78
80000.00,175436.08
3400000.00,3032553.00
825000.00,821500.00
400000.00,440397.00
24500000.00,27468614.00
775000.00,761563.25
300000.00,369388.12
280000.00,271728.84
6000000.00,5928364.00
375000.00,422524.16
300000.00,378332.16
675000.00,781685.25
800000.00,928919.94
120000.00,195993.38
250000.00,325181.09
425000.00,370057.59
425000.00,515155.00
1300000.00,1107851.00
1500000.00,1229649.62
13000000.00,12317042.00
500000.00,395624.03
625000.00,655899.69
400000.00,375232.00
1800000.00,2050616.50
110000.00,144091.27
5500000.00,6026122.50
550000.00,577133.88
500000.00,523455.22
400000.00,229941.09
210000.00,327744.88
325000.00,383592.81
260000.00,271728.84
270000.00,172866.00
725000.00,794560.94
1100000.00,1184801.25
325000.00,122205.67
475000.00,440397.00
2200000.00,2833321.50
5500000.00,5781076.50
575000.00,498707.44
350000.00,285933.53
925000.00,834499.44
375000.00,404821.72
450000.00,458836.88
425000.00,475161.12
575000.00,645988.44
850000.00,758970.00
650000.00,656583.50
450000.00,524274.06
1000000.00,1026116.56
1100000.00,1022219.06
120000.00,195993.38
22500000.00,22784260.00
1000000.00,1000303.00
450000.00,440397.00
200000.00,444573.47
450000.00,1645734.12
650000.00,668128.12
900000.00,913641.31
160000.00,225588.09
20000.00,-166356.19
240000.00,271728.84
325000.00,285933.53
17000000.00,18147650.00
4500000.00,5331049.00
1300000.00,1257139.00
220000.00,271728.84
140000.00,195993.38
1900000.00,2199270.50
650000.00,766521.81
600000.00,544833.50
11500000.00,10757310.00
1000000.00,930945.88
700000.00,594177.56
25000000.00,25487228.00
6000000.00,5361959.50
2000000.00,1739016.88
550000.00,571959.50
5500000.00,4978259.00
3000000.00,2955129.00
5500000.00,4589107.50
4900000.00,4842400.00
1600000.00,1490107.38
700000.00,606723.62
2200000.00,2150897.75
525000.00,440397.00
280000.00,221876.78
90000.00,-157061.89
15000000.00,14619934.00
2500000.00,2585261.50
625000.00,564686.69
525000.00,351621.09
250000.00,395913.75
230000.00,227051.19
130000.00,195993.38
3800000.00,3375350.75
150000.00,175436.08
475000.00,552276.62
260000.00,212019.58
1100000.00,1087343.62
5000000.00,5192642.00
800000.00,834304.19
300000.00,383592.81
8500000.00,9011114.00
60000.00,175436.08
750000.00,881601.94
1000000.00,829325.06
15500000.00,16906910.00
875000.00,890107.00
140000.00,213930.66
2300000.00,2104856.75
270000.00,355852.91
2000000.00,2247153.50
750000.00,829176.25
140000.00,195993.38
775000.00,852480.19
900000.00,868865.00
3000000.00,3222868.50
400000.00,433270.44
350000.00,310976.41
325000.00,331547.50
450000.00,414423.72
140000.00,144091.27
600000.00,579491.31
16000000.00,14425234.00
400000.00,355852.91
625000.00,663343.44
280000.00,228802.44
5000000.00,5014617.50
700000.00,808794.75
150000.00,208756.25
17500000.00,15827530.00
500000.00,500727.56
240000.00,384552.00
775000.00,932872.62
140000.00,144091.27
1900000.00,1701959.88
1100000.00,973857.69
3900000.00,3698933.00
120000.00,222960.91
825000.00,821397.06
1700000.00,1549448.88
1100000.00,1092518.00
575000.00,597525.94
12500000.00,11839458.00
280000.00,308078.97
1200000.00,1129656.38
525000.00,571729.88
400000.00,321072.78
350000.00,431366.72
2100000.00,2000867.12
130000.00,189640.73
9500000.00,9850872.00
1400000.00,1347371.62
2800000.00,2632056.75
550000.00,754926.25
750000.00,761563.25
6500000.00,6857728.00
8000000.00,7437111.00
350000.00,395630.91
775000.00,729227.50
3300000.00,3722314.50
240000.00,247443.16
260000.00,325181.09
475000.00,481154.28
1800000.00,2023719.50
2300000.00,2209110.50
10000000.00,9082194.00
2600000.00,2990340.00
1900000.00,2149617.75
600000.00,571959.50
2800000.00,2533665.00
100000.00,144091.27
50000.00,144091.27
4600000.00,4301349.50
2200000.00,2055242.12
1600000.00,1803219.12
300000.00,307412.50
50000.00,175436.08
550000.00,498707.44
10000000.00,10472848.00
1200000.00,1171798.88
2800000.00,2699510.75
425000.00,620354.00
290000.00,325181.09
2400000.00,2234557.75
230000.00,195993.38
975000.00,985537.25
850000.00,770785.06
220000.00,208756.25
220000.00,221876.78
375000.00,475161.12
2500000.00,2948151.00
1200000.00,1181576.00
800000.00,1017255.25
625000.00,747358.56
270000.00,100558.34
1000000.00,1184105.12
140000.00,195993.38
80000.00,-18046.28
500000.00,445571.41
425000.00,440397.00
400000.00,391054.50
15500000.00,27633374.00
450000.00,498707.44
375000.00,355852.91
290000.00,359792.84
60000.00,122037.63
70000.00,144091.27
5000000.00,4946123.50
2400000.00,2312374.00
17500000.00,16691536.00
750000.00,1022250.75
2700000.00,2721612.50
800000.00,704747.06
500000.00,489677.16
15000000.00,14088624.00
160000.00,227051.19
270000.00,259032.36
14500000.00,13704066.00
4600000.00,4212830.50
7000000.00,9265812.00
400000.00,325181.09
0.00,6155837.50
3000000.00,2674232.00
130000.00,215372.44
300000.00,341202.31
400000.00,310976.41
375000.00,370057.59
500000.00,669868.00
150000.00,144091.27
900000.00,665132.81
650000.00,629451.19
450000.00,361027.31
13000000.00,12730520.00
5500000.00,5028614.00
130000.00,144091.27
575000.00,637464.44
600000.00,590832.25
700000.00,876103.50
5500000.00,5149857.00
150000.00,201319.48
120000.00,194815.14
575000.00,503881.84
700000.00,682332.81
1300000.00,1221347.00
3200000.00,3313262.50
2400000.00,2482161.00
270000.00,237542.80
100000.00,195993.38
950000.00,916004.31
100000.00,-124039.33
30000.00,-55472.40
210000.00,325181.09
10000000.00,9834528.00
160000.00,230870.91
750000.00,632290.06
1800000.00,1642237.75
110000.00,210198.03
375000.00,452595.84
725000.00,794560.94
0.00,782668.31
90000.00,-113034.56
1800000.00,2146418.00
150000.00,195993.38
575000.00,577133.88
190000.00,175436.08
300000.00,302238.09
1400000.00,1283124.38
11000000.00,11627722.00
2500000.00,2304992.50
2100000.00,2067505.12
240000.00,206198.02
70000.00,175436.08
2200000.00,2233239.25
825000.00,771028.69
525000.00,653771.06
525000.00,495359.03
325000.00,290419.09
725000.00,682332.81
20000.00,-98983.73
180000.00,32481.02
260000.00,221876.78
575000.00,601709.81
725000.00,774382.38
23000000.00,23628456.00
220000.00,310976.41
475000.00,559038.19
5500000.00,5711902.50
500000.00,500727.56
325000.00,271728.84
170000.00,189640.73
775000.00,758970.00
4500000.00,4370716.00
325000.00,325181.09
1400000.00,1654613.62
50000.00,195993.38
725000.00,838200.44
2100000.00,2044154.12
1700000.00,1743678.12
575000.00,577133.88
1200000.00,1063702.75
575000.00,425204.97
5500000.00,4801238.00
900000.00,908555.38
425000.00,530009.69
675000.00,646869.88
9500000.00,9088852.00
325000.00,484661.56
11000000.00,10523350.00
525000.00,564669.06
8000000.00,10342152.00
180000.00,207639.83
1300000.00,1253272.38
42000000.00,39679764.00
1900000.00,1676393.62
1200000.00,1304464.25
3700000.00,3499515.75
800000.00,988473.94
600000.00,544833.50
230000.00,221876.78
140000.00,210198.03
425000.00,526330.06
325000.00,262719.12
4000000.00,3844641.25
2400000.00,2042069.00
950000.00,1048002.31
1300000.00,1184400.62
375000.00,381419.34
270000.00,794025.44
375000.00,376986.53
70000.00,197805.72
300000.00,375232.00
350000.00,254220.77
425000.00,102735.77
1900000.00,1601036.75
525000.00,484502.75
1000000.00,893321.12
800000.00,866684.88
250000.00,268376.88
6500000.00,6413479.50
1600000.00,1653712.75
875000.00,794560.94
160000.00,241255.81
1800000.00,1687427.75
1200000.00,1113105.25
850000.00,887161.31
725000.00,808737.75
4700000.00,4896373.50
2700000.00,2651570.75
1200000.00,994897.62
8500000.00,7806465.50
1100000.00,1271223.12
10000000.00,9400248.00
190000.00,227051.19
8000000.00,7068722.00
375000.00,440397.00
80000.00,195993.38
375000.00,250212.25
1100000.00,1157253.00
3600000.00,4040320.25
130000.00,195993.38
475000.00,540869.25
240000.00,285933.53
400000.00,571103.38
170000.00,221876.78
675000.00,626477.81
1100000.00,832615.38
575000.00,574316.94
250000.00,285933.53
19500000.00,19152146.00
4100000.00,3640581.00
750000.00,617125.06
400000.00,145099.06
925000.00,779282.31
650000.00,484502.75
675000.00,1039827.06
80000.00,175436.08
475000.00,440397.00
1100000.00,912743.00
900000.00,768295.69
1800000.00,1689469.25
10500000.00,10899498.00
625000.00,648596.69
525000.00,571959.50
675000.00,599433.19
700000.00,634625.56
725000.00,747631.56
375000.00,440397.00
6000000.00,8097605.00
260000.00,325181.09
1100000.00,1098962.38
1000000.00,818410.69
375000.00,445571.41
150000.00,205304.56
190000.00,213765.30
875000.00,817757.88
3200000.00,3008421.25
250000.00,197959.55
13000000.00,12505076.00
140000.00,208756.25
475000.00,454313.31
1300000.00,1197664.75
600000.00,550071.75
160000.00,195993.38
1300000.00,1251964.62
1200000.00,1044940.38
500000.00,505289.28
120000.00,208756.25
1000000.00,894350.69
450000.00,497059.34
270000.00,310976.41
51000000.00,53228648.00
0.00,12459592.00
280000.00,1231422.25
575000.00,510463.69
850000.00,831559.19
0.00,81751.12
10000000.00,9723306.00
500000.00,559494.69
8000000.00,7689386.00
350000.00,431462.09
850000.00,843370.25
2100000.00,2268607.50
150000.00,19316.21
3200000.00,3243023.75
425000.00,386703.66
2400000.00,2511745.50
60000.00,144091.27
160000.00,-36093.31
13000000.00,13971582.00
260000.00,285933.53
1000000.00,960573.19
1000000.00,1013278.56
1600000.00,1490107.38
700000.00,839220.50
60000.00,195993.38
750000.00,818785.88
1700000.00,1745328.62
700000.00,602700.31
1300000.00,1310481.62
210000.00,188198.95
130000.00,175436.08
3900000.00,3846937.25
675000.00,632290.06
2100000.00,2211738.75
70000.00,40755.07
700000.00,719296.38
4600000.00,4368626.50
3000000.00,3244671.75
1900000.00,2093693.62
950000.00,1022661.94
975000.00,794560.94
290000.00,271728.84
170000.00,156854.14
825000.00,809694.81
190000.00,222960.91
100000.00,144091.27
1400000.00,1399301.38
575000.00,606723.62
50000.00,144091.27
1500000.00,1363936.00
350000.00,431366.72
375000.00,440397.00
450000.00,503881.84
60000.00,144091.27
2500000.00,2914424.50
975000.00,776927.19
130000.00,195993.38
10000000.00,10639944.00
8500000.00,7944306.50
140000.00,225588.09
1400000.00,1474868.38
100000.00,195993.38
325000.00,165006.78
2400000.00,2861818.50
1200000.00,1092171.38
230000.00,174895.69
575000.00,565813.56
0.00,24161.16
120000.00,211570.81
475000.00,440397.00
3800000.00,3812516.00
1700000.00,2539448.25
700000.00,646869.88
140000.00,222960.91
675000.00,646869.88
1000000.00,1048764.38
220000.00,114763.02
825000.00,781617.75
475000.00,440397.00
190000.00,271728.84
900000.00,1197770.12
1400000.00,1304949.25
100000.00,89316.41
1000000.00,1032665.56
525000.00,622384.94
40000.00,144091.27
325000.00,350747.53
950000.00,997791.50
3900000.00,3229688.75
475000.00,427230.41
550000.00,544744.81
240000.00,271728.84
190000.00,202403.61
2800000.00,2651570.75
30000000.00,27778512.00
2300000.00,2183464.00
140000.00,208756.25
1200000.00,992785.19
675000.00,683360.81
90000.00,-156534.55
350000.00,397711.25
260000.00,355852.91
550000.00,597525.94
850000.00,1003050.62
70000.00,144091.27
975000.00,1000630.44
170000.00,228135.31
260000.00,271728.84
875000.00,768295.69
120000.00,201167.78
725000.00,632290.06
625000.00,703536.25
925000.00,955786.88
325000.00,370057.59
325000.00,271728.84
240000.00,466065.53
250000.00,306296.69
350000.00,325181.09
3000000.00,2496365.75
625000.00,555241.31
13500000.00,12661414.00
210000.00,167481.00
525000.00,574316.94
70000.00,201167.78
5500000.00,4822342.50
150000.00,236081.41
160000.00,210198.03
150000.00,210198.03
1300000.00,1641805.62
190000.00,208756.25
4400000.00,4522976.00
3600000.00,3302024.50
4800000.00,4937153.50
350000.00,360320.34
325000.00,310976.41
290000.00,378418.41
1200000.00,1179506.75
170000.00,282172.06
600000.00,1077144.88
3800000.00,3752425.75
450000.00,545290.00
4800000.00,4898094.50
475000.00,481154.28
4100000.00,4321850.00
1000000.00,867754.69
1400000.00,1150176.25
1200000.00,1088226.88
500000.00,557754.81
1100000.00,840756.88
6000000.00,5225447.50
1900000.00,2080106.75
9000000.00,8564016.00
2300000.00,2559441.50
400000.00,542182.50
100000.00,175436.08
700000.00,682332.81
2000000.00,1783885.25
6500000.00,6150516.50
525000.00,358541.59
1300000.00,1187176.88
15000000.00,14657356.00
425000.00,415172.81
400000.00,442316.22
850000.00,796138.75
325000.00,826970.69
700000.00,853731.94
2300000.00,2367904.00
270000.00,268062.66
120000.00,195993.38
650000.00,749098.44
2800000.00,2449579.25
70000.00,144091.27
500000.00,524274.06
1300000.00,1221347.00
60000.00,195993.38
70000.00,195993.38
3400000.00,3448754.25
825000.00,829325.06
150000.00,195993.38
425000.00,424240.12
475000.00,458313.31
9000000.00,9332600.00
650000.00,632101.50
1000000.00,818410.69
4000000.00,4297343.00
625000.00,594876.38
180000.00,276903.25
110000.00,195993.38
160000.00,244967.16
575000.00,571959.50
2800000.00,2629466.25
750000.00,754091.00
9000000.00,8130337.50
2200000.00,2150897.75
450000.00,397711.25
775000.00,866684.88
1300000.00,1417445.25
2800000.00,2953563.50
650000.00,489677.16
575000.00,668128.12
4900000.00,4718689.00
300000.00,310976.41
220000.00,175436.08
2100000.00,3310473.25
140000.00,195993.38
1100000.00,964712.06
100000.00,175436.08
1400000.00,1614704.00
1600000.00,2044295.50
1800000.00,1802166.88
1300000.00,1251964.62
2400000.00,2480401.25
2600000.00,2867612.75
325000.00,325181.09
9000000.00,9535626.00
80000.00,-143349.36
400000.00,484502.75
450000.00,498707.44
325000.00,249102.06
130000.00,208756.25
600000.00,573369.81
825000.00,683360.81
975000.00,955786.88
110000.00,175436.08
5500000.00,5848765.00
5000000.00,5228116.50
150000.00,175436.08
825000.00,744765.31
675000.00,744765.31
550000.00,465963.44
550000.00,516006.19
110000.00,175436.08
700000.00,704747.06
4000000.00,3887189.75
1400000.00,1258446.75
450000.00,532897.56
1000000.00,1050673.12
525000.00,608410.56
625000.00,559038.19
190000.00,221876.78
525000.00,647568.69
220000.00,471541.00
400000.00,363642.72
130000.00,195993.38
375000.00,271728.84
120000.00,246289.91
70000.00,195993.38
180000.00,194815.14
825000.00,724126.12
140000.00,175436.08
325000.00,336542.84
160000.00,195993.38
625000.00,648596.69
675000.00,574316.94
800000.00,724126.12
625000.00,740223.06
850000.00,743513.38
500000.00,353294.78
0.00,178534.69
525000.00,430763.28
750000.00,682332.81
8000000.00,7516135.00
900000.00,873339.69
550000.00,609081.06
1600000.00,1624123.00
675000.00,606723.62
3200000.00,3130790.75
1800000.00,2028893.88
875000.00,973857.69
1000000.00,818410.69
7500000.00,6729584.00
80000.00,201167.78
11000000.00,10269162.00
575000.00,579491.31
4200000.00,4091899.75
64000000.00,66444852.00
425000.00,395624.03
500000.00,578417.19
300000.00,325181.09
170000.00,208756.25
4000000.00,3483489.50
975000.00,908555.38
130000.00,195993.38
900000.00,908555.38
200000.00,310976.41
475000.00,474705.34
1200000.00,1326534.75
325000.00,426546.16
120000.00,195993.38
425000.00,370057.59
3200000.00,2892615.00
12500000.00,14111118.00
11000000.00,11452320.00
1600000.00,1283625.25
450000.00,457710.72
180000.00,193435.14
925000.00,958900.31
2000000.00,2154345.50
3600000.00,3456997.25
230000.00,201319.48
180000.00,-58000.18
120000.00,-54038.20
500000.00,721338.25
1100000.00,963676.12
900000.00,790931.69
425000.00,464884.09
50000.00,175436.08
21000000.00,20488774.00
925000.00,1001069.44
825000.00,843370.25
20000.00,-159408.38
300000.00,355852.91
500000.00,573529.56
525000.00,495359.03
1100000.00,995596.44
300000.00,546066.19
550000.00,613300.69
230000.00,285933.53
90000.00,195993.38
775000.00,667429.31
210000.00,126124.80
1100000.00,995596.44
575000.00,498707.44
3600000.00,5383296.50
600000.00,577133.88
450000.00,515155.00
8500000.00,7510478.00
900000.00,886776.31
3700000.00,3563617.25
1200000.00,1251964.62
525000.00,609992.00
525000.00,557754.81
725000.00,629849.75
100000.00,195993.38
2500000.00,2579066.25
525000.00,503881.84
200000.00,221476.84
1100000.00,1037639.56
3400000.00,3490896.25
925000.00,891855.00
750000.00,761527.75
120000.00,208756.25
1400000.00,1559285.50
120000.00,148356.47
350000.00,316150.81
575000.00,503881.84
10000.00,-134110.38
625000.00,647568.69
140000.00,225588.09
5500000.00,5234172.50
325000.00,375232.00
450000.00,495370.31
160000.00,210198.03
875000.00,724126.12
0.00,673233.50
900000.00,785530.62
1100000.00,886848.00
290000.00,285933.53
1200000.00,1239619.75
1800000.00,1673223.12
375000.00,370057.59
130000.00,158295.92
0.00,54628.43
220000.00,487680.81
0.00,197914.00
425000.00,431462.09
170000.00,142445.44
8500000.00,8651100.00
170000.00,175436.08
100000.00,195993.38
9000000.00,9717414.00
290000.00,271728.84
1400000.00,1313893.38
1800000.00,1528243.12
450000.00,431462.09
700000.00,629414.81
425000.00,450841.19
230000.00,325181.09
3500000.00,3591044.00
2900000.00,2573742.00
675000.00,674071.31
925000.00,805992.75
550000.00,440397.00
775000.00,726018.38
7500000.00,6679818.50
775000.00,857654.56
3600000.00,3047711.00
1700000.00,1311328.25
220000.00,208756.25
650000.00,571959.50
8000000.00,8431932.00
400000.00,370057.59
80000.00,-180680.67
1800000.00,1706327.12
220000.00,208756.25
575000.00,632290.06
260000.00,153764.92
6000000.00,5832761.50
2100000.00,1973098.50
425000.00,381419.34
525000.00,557754.81
220000.00,105732.75
550000.00,637204.44
6000000.00,6460621.50
230000.00,457336.34
650000.00,696182.31
575000.00,634392.00
2500000.00,2504502.25
3700000.00,3798774.50
1200000.00,1201437.75
130000.00,158295.92
1200000.00,1522852.88
450000.00,516006.19
1800000.00,2075591.75
450000.00,597525.94
650000.00,675042.38
140000.00,210198.03
775000.00,729227.50
375000.00,431462.09
3200000.00,2886830.75
2500000.00,2651570.75
1000000.00,1115173.12
8000000.00,6782558.50
475000.00,577133.88
1300000.00,1406957.50
8000000.00,8098262.50
450000.00,336239.53
10000000.00,9614992.00
2700000.00,2948851.00
1600000.00,1885180.12
230000.00,221876.78
325000.00,321072.78
4100000.00,4633061.50
4700000.00,4087974.25
10500000.00,10253932.00
725000.00,653771.06
350000.00,380664.38
70000.00,175436.08
325000.00,370057.59
2200000.00,2148625.00
925000.00,916366.06
550000.00,524274.06
600000.00,571959.50
2000000.00,1671219.25
425000.00,354674.69
375000.00,440397.00
160000.00,144091.27
625000.00,634392.00
7000000.00,5958568.00
20000000.00,20678706.00
50000.00,195993.38
725000.00,647568.69
270000.00,355852.91
725000.00,724470.75
525000.00,615645.06
40000.00,195993.38
875000.00,813236.31
3900000.00,4205338.50
950000.00,1184836.00
150000.00,357584.34
110000.00,210198.03
1000000.00,960573.19
600000.00,635024.12
70000.00,-152294.86
13000000.00,13422100.00
90000.00,189640.73
850000.00,876614.19
200000.00,235884.97
180000.00,75265.57
2900000.00,2772227.75
10500000.00,9935350.00
1700000.00,1586548.50
300000.00,302238.09
550000.00,571959.50
550000.00,524668.44
12500000.00,12488526.00
3500000.00,3502951.00
700000.00,723450.75
70000.00,195993.38
25500000.00,28095072.00
700000.00,629867.38
525000.00,571959.50
975000.00,886816.69
425000.00,370057.59
170000.00,213930.66
14000000.00,14795766.00
775000.00,724126.12
1100000.00,1021127.44
550000.00,604087.81
4500000.00,5590954.50
900000.00,708927.25
12000000.00,10959084.00
825000.00,905744.12
850000.00,724205.88
600000.00,533846.94
90000.00,-245058.97
675000.00,765383.44
3500000.00,3461648.75
50000.00,144091.27
32000000.00,28296342.00
875000.00,942923.56
950000.00,1063309.88
1800000.00,1662157.50
250000.00,370347.22
20000000.00,20086090.00
575000.00,571959.50
270000.00,355852.91
17500000.00,16004822.00
14500000.00,12745702.00
3200000.00,3366334.00
18000000.00,17948800.00
3200000.00,3005646.25
180000.00,175436.08
975000.00,1022111.44
325000.00,276737.97
500000.00,498707.44
450000.00,532897.56
950000.00,826571.44
475000.00,454313.31
350000.00,279787.22
9500000.00,10204800.00
1600000.00,1738138.12
3800000.00,3676311.50
15500000.00,15595384.00
325000.00,306492.97
375000.00,503881.84
180000.00,189640.73
2700000.00,2646003.25
50000.00,144091.27
6500000.00,6293163.00
140000.00,-64138.23
18000000.00,17133120.00
220000.00,221876.78
5000000.00,5071801.50
13500000.00,12775206.00
425000.00,445571.41
100000.00,158295.92
290000.00,353628.31
1000000.00,1090506.88
875000.00,889050.81
350000.00,276737.97
210000.00,444573.47
3400000.00,2811823.25
260000.00,156854.14
240000.00,308078.97
3900000.00,3838323.00
1000000.00,930420.69
11000000.00,11802580.00
1600000.00,1390637.50
700000.00,716890.75
525000.00,544833.50
950000.00,779282.31
725000.00,716546.62
350000.00,369213.56
0.00,-181436.69
6000000.00,4880853.50
150000.00,175436.08
8000000.00,7182109.50
8000000.00,7951021.00
1600000.00,2004615.62
850000.00,1016854.50
250000.00,208756.25
3100000.00,3315130.25
450000.00,484502.75
475000.00,516006.19
975000.00,937814.31
850000.00,1150350.62
270000.00,285933.53
675000.00,674163.12
2000000.00,2100164.00
2200000.00,2369126.00
90000.00,175436.08
260000.00,271728.84
60000.00,144091.27
9000000.00,8559300.00
140000.00,267967.38
500000.00,471137.84
1600000.00,1829196.62
900000.00,858512.62
375000.00,370057.59
140000.00,-49933.55
110000.00,210198.03
2300000.00,3209609.25
100000.00,210198.03
450000.00,418103.28
10500000.00,10412100.00
625000.00,634392.00
800000.00,758970.00
250000.00,291107.94
190000.00,221876.78
2900000.00,2685997.00
2700000.00,2826209.25
210000.00,241255.81
1600000.00,2314790.75
4900000.00,4715059.00
250000.00,355852.91
650000.00,705574.81
975000.00,949535.38
1100000.00,832615.38
375000.00,310976.41
13000000.00,12676580.00
975000.00,941582.19
3100000.00,3182218.75
425000.00,381419.34
350000.00,370057.59
5000000.00,4528991.00
2500000.00,2232528.50
850000.00,823995.75
725000.00,721653.81
425000.00,609081.06
4400000.00,5089468.50
400000.00,456946.91
18000000.00,17340186.00
450000.00,395624.03
350000.00,315625.28
350000.00,426192.31
425000.00,431462.09
800000.00,794560.94
3100000.00,3204085.75
10000000.00,11249376.00
550000.00,677845.62
925000.00,897029.38
2100000.00,2029209.88
2400000.00,2247500.75
775000.00,674163.12
475000.00,472518.00
3200000.00,3523126.75
950000.00,1260015.25
1400000.00,1505515.62
750000.00,976667.06
450000.00,453677.88
475000.00,375690.97
450000.00,465963.44
650000.00,737141.38
0.00,-312406.59
2700000.00,3124738.00
11000000.00,8596902.00
1900000.00,1770977.88
575000.00,711874.31
4900000.00,4213454.00
3400000.00,2927354.50
550000.00,571959.50
550000.00,557754.81
1800000.00,1796992.50
1800000.00,1618655.12
450000.00,503881.84
120000.00,195993.38
2000000.00,1556820.88
9500000.00,11164222.00
2900000.00,2596416.00
775000.00,798649.31
625000.00,660038.19
3800000.00,4156170.25
7500000.00,7842985.00
425000.00,434934.22
925000.00,866288.56
325000.00,400979.81
575000.00,587505.12
1100000.00,1288008.12
11000000.00,10799178.00
1400000.00,1667041.12
60000.00,144091.27
100000.00,195993.38
270000.00,293207.81
875000.00,746096.00
50000.00,94490.82
375000.00,544833.50
750000.00,632290.06
400000.00,425191.34
130000.00,43499.62
900000.00,772328.56
4000000.00,3672765.00
170000.00,150760.75
190000.00,238984.58
5000000.00,5003615.00
850000.00,951661.62
2000000.00,1791334.25
29500000.00,29631510.00
525000.00,419401.53
7500000.00,7599233.00
2200000.00,2304935.50
750000.00,634765.94
260000.00,221876.78
300000.00,403984.84
2500000.00,2177065.75
1800000.00,1598792.62
160000.00,158295.92
650000.00,749692.56
260000.00,364213.72
180000.00,27507.64
975000.00,805992.75
2800000.00,2584598.00
0.00,98561.17
950000.00,1127309.75
2700000.00,2847582.50
250000.00,271728.84
900000.00,987439.56
500000.00,573529.56
650000.00,730699.56
325000.00,194314.27
240000.00,206198.02
200000.00,222960.91
240000.00,189100.41
260000.00,330355.50
3200000.00,2730430.50
140000.00,210198.03
375000.00,431366.72
140000.00,144091.27
90000.00,195993.38
1700000.00,2089530.62
425000.00,509980.59
130000.00,444573.47
525000.00,699584.44
260000.00,293943.31
525000.00,597525.94
2300000.00,2422792.50
2300000.00,2021259.00
180000.00,222960.91
650000.00,599483.88
1800000.00,1905992.00
500000.00,571959.50
500000.00,520477.16
850000.00,840060.12
1200000.00,956679.69
9000000.00,9050056.00
140000.00,210198.03
400000.00,355852.91
1200000.00,1265655.62
925000.00,811167.12
725000.00,746762.12
90000.00,189640.73
250000.00,254421.77
180000.00,236081.41
220000.00,119937.44
500000.00,905133.75
900000.00,867476.94
160000.00,158295.92
400000.00,428111.53
1000000.00,1040321.25
2300000.00,2339042.25
40000.00,175436.08
375000.00,431366.72
875000.00,864603.31
1000000.00,1280714.00
3400000.00,3558502.50
675000.00,613778.62
325000.00,353628.31
180000.00,75265.57
450000.00,440397.00
450000.00,475536.25
1100000.00,1149379.62
3000000.00,3231643.50
725000.00,671611.06
400000.00,592225.25
550000.00,597525.94
1200000.00,1247397.50
325000.00,325181.09
2700000.00,2494727.00
3100000.00,2841047.25
1600000.00,2510110.75
260000.00,400790.28
725000.00,562929.19
4500000.00,4258935.00
9500000.00,11423902.00
450000.00,445666.78
150000.00,221876.78
825000.00,815120.38
6500000.00,6732139.50
900000.00,941582.19
1100000.00,1032465.19
350000.00,442911.91
270000.00,201319.48
775000.00,887343.69
280000.00,219318.58
2100000.00,1818209.38
450000.00,419065.75
525000.00,634392.00
6500000.00,6752584.00
210000.00,193435.14
2400000.00,2423431.75
950000.00,1022661.94
270000.00,271728.84
190000.00,199195.50
500000.00,515302.75
7500000.00,8198318.00
4400000.00,4221390.50
21500000.00,22024122.00
2200000.00,2577165.25
240000.00,18134.22
1200000.00,1237137.38
550000.00,1030531.06
170000.00,195993.38
6500000.00,6272680.00
5500000.00,4729736.00
1000000.00,860511.06
700000.00,682332.81
1900000.00,2245070.75
550000.00,634392.00
2800000.00,2615261.50
150000.00,195993.38
3800000.00,4109639.00
80000.00,195993.38
1500000.00,1534332.75
475000.00,467359.09
110000.00,175436.08
1200000.00,997413.88
350000.00,325181.09
725000.00,968242.56
1100000.00,827441.00
130000.00,144091.27
475000.00,465963.44
120000.00,210198.03
140000.00,-11624.72
375000.00,141785.80
50000.00,144091.27
15000000.00,15236912.00
4000000.00,3694021.75
200000.00,29674.59
1600000.00,1674817.12
875000.00,839036.88
160000.00,195993.38
100000.00,195993.38
5000000.00,4367016.50
725000.00,762238.69
875000.00,724126.12
600000.00,668896.94
2300000.00,2842764.75
13000000.00,14027264.00
260000.00,369490.34
750000.00,749692.56
160000.00,144091.27
40000.00,195993.38
110000.00,175436.08
1200000.00,1092171.38
140000.00,267967.38
50000.00,144091.27
250000.00,271728.84
20500000.00,23195606.00
1100000.00,1197664.75
475000.00,517394.56
110000.00,144091.27
80000.00,144091.27
200000.00,221876.78
230000.00,221876.78
850000.00,805992.75
3200000.00,3159090.25
675000.00,585419.38
300000.00,325181.09
600000.00,533846.94
200000.00,221876.78
900000.00,773470.06
725000.00,687507.19
8500000.00,9287906.00
290000.00,334226.41
7500000.00,7277217.00
8000000.00,7985014.50
130000.00,3728.50
300000.00,80650.58
1100000.00,1217619.50
925000.00,1127628.50
5500000.00,4748446.00
70000.00,-132915.77
2500000.00,2618329.75
425000.00,465788.78
425000.00,531504.50
140000.00,193435.14
280000.00,308078.97
400000.00,426192.31
1100000.00,1155129.12
1000000.00,834499.44
425000.00,434934.22
325000.00,271728.84
0.00,35343.39
825000.00,702686.06
200000.00,271728.84
130000.00,144091.27
2400000.00,1992026.25
0.00,-99431.95
6500000.00,7089742.50
750000.00,682332.81
120000.00,195993.38
0.00,1709077.00
550000.00,484502.75
3900000.00,3770645.50
17500000.00,16750922.00
180000.00,236081.41
850000.00,718951.75
120000.00,267967.38
120000.00,195993.38
375000.00,364213.72
